2.613597218130531464e-09 1.000000000000000182e+04 -1.257728137848244056e-09 1.000000000000000182e+04 1.262263837491031835e-13 5.340167614429496094e+12
2.633740486379586338e-09 9.961730251377368404e+03 -1.243344547102078574e-09 9.961730251377368404e+03 1.252596447994491370e-13 5.278873959723772461e+12
2.654039000912552434e-09 9.923606320081222293e+03 -1.229124717859844417e-09 9.923606320081222293e+03 1.243003143826762403e-13 5.218284467583370117e+12
2.674493958228831976e-09 9.885627936990807939e+03 -1.215066872226123703e-09 9.885627936990807939e+03 1.233483439262505625e-13 5.158391036821544922e+12
2.695106564049408706e-09 9.847794715102487316e+03 -1.201169235369305852e-09 9.847794715102487316e+03 1.224036794296859856e-13 5.099185657052006836e+12
2.715878033387851423e-09 9.810106090077428235e+03 -1.187430012283421065e-09 9.810106090077428235e+03 1.214662644047926796e-13 5.040660409773177734e+12
2.736809590621975938e-09 9.772561518860391516e+03 -1.173847361934063727e-09 9.772561518860391516e+03 1.205360425642712741e-13 4.982807468060123047e+12
2.757902469566007905e-09 9.735160444081875539e+03 -1.160419521206461062e-09 9.735160444081875539e+03 1.196129582447178474e-13 4.925619095509247070e+12
2.779157913543296129e-09 9.697902324154212693e+03 -1.147144756066239342e-09 9.697902324154212693e+03 1.186969562187951102e-13 4.869087645139522461e+12
2.800577175459648333e-09 9.660786616170300476e+03 -1.134021291773744828e-09 9.660786616170300476e+03 1.177879821436300313e-13 4.813205558243020508e+12
2.822161517877114010e-09 9.623812867504775568e+03 -1.121047456252400775e-09 9.623812867504775568e+03 1.168859835909527104e-13 4.757965362903530273e+12
2.843912213088452604e-09 9.586980472088129318e+03 -1.108221546750966699e-09 9.586980472088129318e+03 1.159909047817534400e-13 4.703359673532081055e+12
2.865830543192117844e-09 9.550288882709312020e+03 -1.095541839147016574e-09 9.550288882709312020e+03 1.151026919262422165e-13 4.649381190370387695e+12
2.887917800167817795e-09 9.513737562118953065e+03 -1.083006690690236215e-09 9.513737562118953065e+03 1.142212918790438051e-13 4.596022698069555664e+12
2.910175285952720533e-09 9.477325973150651407e+03 -1.070614479115671742e-09 9.477325973150651407e+03 1.133466519196938600e-13 4.543277064651586914e+12
2.932604312518125094e-09 9.441053584886365570e+03 -1.058363542362601025e-09 9.441053584886365570e+03 1.124787199127871932e-13 4.491137240496865234e+12
2.955206201946842159e-09 9.404919862017381092e+03 -1.046252293560341122e-09 9.404919862017381092e+03 1.116174438973579641e-13 4.439596257399360352e+12
2.977982286511114050e-09 9.368924445151362306e+03 -1.034279219955987073e-09 9.368924445151362306e+03 1.107627763258715531e-13 4.388647226756133789e+12
3.000933908751132784e-09 9.333067278446162163e+03 -1.022442866736542943e-09 9.333067278446162163e+03 1.099146772189832743e-13 4.338283336115455078e+12
3.024062421554225661e-09 9.297347317513238522e+03 -1.010741527960842376e-09 9.297347317513238522e+03 1.090730834207802524e-13 4.288497852079028320e+12
3.047369188234527640e-09 9.261764022466673850e+03 -9.991736813073697410e-10 9.261764022466673850e+03 1.082379442399878506e-13 4.239284121935934082e+12
3.070855582613391159e-09 9.226316873065017717e+03 -9.877377708334110772e-10 9.226316873065017717e+03 1.074092097671885899e-13 4.190635569895686035e+12
3.094522989100353881e-09 9.191005345789246348e+03 -9.764323182460641202e-10 9.191005345789246348e+03 1.065868305587922409e-13 4.142545696087641602e+12
3.118372802774743781e-09 9.155828924849107352e+03 -9.652558557632009595e-10 9.155828924849107352e+03 1.057707573372499105e-13 4.095008075710619141e+12
3.142406429467898418e-09 9.120787090464977155e+03 -9.542068810359522251e-10 9.120787090464977155e+03 1.049609416366186038e-13 4.048016358112472656e+12
3.166625285846083592e-09 9.085879330746171036e+03 -9.432839637401169243e-10 9.085879330746171036e+03 1.041573347511906466e-13 4.001564265971520508e+12
3.191030799493922772e-09 9.051105130281745005e+03 -9.324856860475982541e-10 9.051105130281745005e+03 1.033598887583204729e-13 3.955645594489741699e+12
3.215624408998596235e-09 9.016463980505970540e+03 -9.218105920914762236e-10 9.016463980505970540e+03 1.025685558854069283e-13 3.910254210509358398e+12
3.240407564034627069e-09 8.981955370522022349e+03 -9.112573049971157285e-10 8.981955370522022349e+03 1.017832890566550979e-13 3.865384051657040039e+12
3.265381725449319422e-09 8.947578795068131512e+03 -9.008244522128522432e-10 8.947578795068131512e+03 1.010040412273837508e-13 3.821029125524212402e+12
3.290548365348919704e-09 8.913333938476933326e+03 -8.905106915736813696e-10 8.913333938476933326e+03 1.002307709921744234e-13 3.777183507780002441e+12
3.315908967185312971e-09 8.879220996181147711e+03 -8.803148935136696824e-10 8.879220996181147711e+03 9.946344720362725579e-14 3.733841338118659180e+12
3.341465025843516714e-09 8.845238768349394377e+03 -8.702355189458915727e-10 8.845238768349394377e+03 9.870200812864587431e-14 3.690996824141314453e+12
3.367218047729783865e-09 8.811386710709593899e+03 -8.602711935252323173e-10 8.811386710709593899e+03 9.794640726871502770e-14 3.648644243965328125e+12
3.393169550860384924e-09 8.777664324904922978e+03 -8.504206317321461466e-10 8.777664324904922978e+03 9.719659951828780443e-14 3.606777941965994141e+12
3.419321064951143223e-09 8.744071113886278908e+03 -8.406825506226468911e-10 8.744071113886278908e+03 9.645254012094601343e-14 3.565392327783270996e+12
3.445674131507520274e-09 8.710606581495550927e+03 -8.310556345877670110e-10 8.710606581495550927e+03 9.571418468389097825e-14 3.524481875561101562e+12
3.472230303915536983e-09 8.677270236103420757e+03 -8.215386430302288108e-10 8.677270236103420757e+03 9.498148919003916029e-14 3.484041123188202148e+12
